Date_Time,Terms_Accept,Sust_Develop,Biodiv,Sust_Imp,Biodiv_Imp,Clim_Change,Clim_Life,Fire_Use,Fire_Apps,Fire_Never,Fire_Clean,Fire_Pest,Fire_Agr,Trash,Fire_break,Fire_ProtectForest,Fire_Imp,Fire_Month,Fire_Rain,Fire_Early,Fire_Mid,Fire_Late,Fire_Oct,Fire_Freq,Fire_Freq_RL,Fire_Freq_RL_Acc,Fire_Out,Fire_Month_Out,Fire_Out_Jun_Jul,Fire_Out_AugSep,Fire_Out_Oct,Avoid_Late_Fire,App_Early_Fire,Bio_Econ,Bio_Heal,Bio_Wat,Econ_Wat,Econ_Heal,Wat_Heal,Wat_Dis,Wat_Clim,Wat_Cost,Wat_Graz,Wat_Pest,Wat_Trad,Wat_Cons,Dis_Clim,Dis_Cost,Dis_Graz,Dis_Pest,Dis_Trad,Dis_Cons,Clim_Cost,Clim_Graz,Clim_Pest,Clim_Trad,Clim_Cons,Cost_Graz,Cost_Pest,Cost_Trad,Cost_Cons,Graz_Pest,Graz_Trad,Graz_Cons,Pest_Trad,Pest_Cons,Trad_Cons,Gender,Age,Ethnicity,Scolarity,Prop_Contrib_Income,Income,Locality,Time_Rural,Prop_Area_ha,Agr_Area_ha,Occupation,Agr_Prods
9/26/2022 22:43:24,Sim,Sim,Sim,Importante,Muito_importante,Sim,"Sim,_um_pouco","Às_vezes,_casualmente",Para_limpeza_de_trilhas_e_arredores_de_abrigos,0,1,0,0,0,0,0,Neutro_(indiferente),Agosto_e/ou_Setembro,0,0,0,1,0,Nunca,Nunca,"Nao,_nunca","Sim,_todo_ano",Agosto_e/ou_Setembro,0,1,0,Sim,Talvez,5,9,9,5,5,5,5,5,5,1,1,5,5,1,5,1,2,1,5,5,1,5,5,5,1,1,2,5,5,5,5,5,5,5,Female,50-64anos,Brown,Fundamental,Insignificante(0-9%),"R$1.001,00-R$2.500,00",Palmas/TO,Mais_de_10_anos,6-10ha,0.1,Produtor_Rural_(proprietario),"Frutas_(abacaxi,_melancia,_banana)"
9/26/2022 22:49:51,Sim,Sim,Sim,Muito_importante,Muito_importante,Sim,"Sim,_muito","Às_vezes,_casualmente",Para_evitar_o_alastramento_de_incêndios_nao_controlados_em_sua_propriedade,0,0,0,0,0,1,0,Neutro_(indiferente),Junho_e/ou_Julho,0,0,1,0,0,Nunca,Nunca,"Nao,_nunca","Sim,_às_vezes","Junho_e/ou_Julho,_Agosto_e/ou_Setembro,_Outubro",1,1,1,Sim,Nao,1,8,1,8,9,9,1,9,1,1,1,1,9,9,1,1,1,9,9,2,2,2,2,2,2,2,9,9,8,8,8,9,9,9,Male,35-49anos,White,Superior,Insignificante(0-9%),"R$5.001,00-R$10.000,00",Palmas/TO,Entre_3_e_5_anos,0-5ha,1,Servidor_Publico,"Milho,_Mandioca,_Frutas_(abacaxi,_melancia,_banana)"
9/26/2022 22:56:15,Sim,Sim,Sim,Muito_importante,Muito_importante,Sim,"Nao,_nem_um_pouco","Às_vezes,_casualmente","Para_limpeza_de_trilhas_e_arredores_de_abrigos,_Para_afastar_pestes_e_serpentes",0,1,1,0,0,0,0,Pouco_importante,Ao_longo_do_ano,1,1,1,1,1,Nunca,Nunca,"Nao,_nunca","Sim,_raramente","Agosto_e/ou_Setembro,_Outubro",0,1,1,Sim,Talvez,8,8,9,9,8,5,3,1,2,2,1,2,5,2,3,2,1,5,5,5,2,1,7,8,3,2,5,5,3,8,9,9,9,5,Male,18-24anos,White,Superior,Insignificante(0-9%),"R$1.001,00-R$2.500,00",Palmas/TO,Mais_de_10_anos,11-20ha,0.5,Assalariado,"Mandioca,_Frutas_(abacaxi,_melancia,_banana)"
9/26/2022 23:04:16,Sim,Sim,Sim,Muito_importante,Importante,Sim,"Sim,_muito","Nao,_nunca",Nunca,1,0,0,0,0,0,0,Nada_importante,Nunca,0,0,0,0,0,Nunca,Nunca,"Nao,_nunca","Sim,_às_vezes","Junho_e/ou_Julho,_Agosto_e/ou_Setembro",1,1,0,Sim,Nao,5,5,5,7,9,5,5,5,3,5,5,5,5,5,3,5,5,5,5,5,9,5,5,5,5,5,5,9,5,5,5,5,5,5,Male,65anosoumais,Brown,Fundamental,Insignificante(0-9%),"R$1.001,00-R$2.500,00",Palmas/TO,Mais_de_10_anos,0-5ha,0.5,Produtor_Rural_(proprietario),"Milho,_Mandioca,_Frutas_(abacaxi,_melancia,_banana),_Cafe,_Cana-de-açucar"
9/26/2022 23:10:33,Sim,Sim,Nao,Muito_importante,Muito_importante,Sim,"Sim,_muito","Sim,_todo_ano","Proteçao_de_matas_e_vegetaçao_nativa,_Para_evitar_o_alastramento_de_incêndios_nao_controlados_em_sua_propriedade,_Para_limpeza_de_trilhas_e_arredores_de_abrigos",0,1,0,0,0,1,1,Importante,"Março_a_maio,_Junho_e/ou_Julho",0,1,1,0,0,Nunca,Nunca,"Nao,_nunca","Sim,_às_vezes","Junho_e/ou_Julho,_Agosto_e/ou_Setembro,_Outubro",1,1,1,Sim,Talvez,7,9,9,9,9,5,5,2,5,5,5,1,5,5,5,5,3,2,1,9,9,9,5,5,5,5,5,9,5,5,5,5,5,5,Female,50-64anos,Black,Alfabetizaçao,Poucodependente(10-39%),"R$1.001,00-R$2.500,00",Palmas/TO,Mais_de_10_anos,11-20ha,8,Aposentado,"Pecuaria,_Milho,_Mandioca,_Frutas_(abacaxi,_melancia,_banana),_Cana-de-açucar"
9/26/2022 23:16:54,Sim,Sim,Sim,Muito_importante,Muito_importante,Sim,"Sim,_um_pouco","Às_vezes,_casualmente",Para_evitar_o_alastramento_de_incêndios_nao_controlados_em_sua_propriedade,0,0,0,0,0,1,0,Pouco_importante,Março_a_maio,0,1,0,0,0,De_três_em_três_anos,Nunca,"Nao,_nunca","Sim,_todo_ano",Agosto_e/ou_Setembro,0,1,0,Sim,Sim,6,5,6,5,8,5,6,2,7,3,5,5,5,5,5,2,5,2,5,7,5,7,5,7,3,5,3,5,7,5,7,3,5,8,Female,50-64anos,Brown,Superior,Insignificante(0-9%),"R$2.501,00-R$5.000,00",Palmas/TO,Entre_6_e_10_anos,0-5ha,0.4,Servidor_Publico,"Mandioca,_Frutas_(abacaxi,_melancia,_banana),_Jilo,_abobora"
9/26/2022 23:22:01,Sim,Sim,Sim,Importante,Muito_importante,Nao,"Nao,_nem_um_pouco","Nao,_nunca",Nunca,1,0,0,0,0,0,0,Nada_importante,Nunca,0,0,0,0,0,Nunca,Nunca,"Nao,_nunca","Sim,_todo_ano","Junho_e/ou_Julho,_Agosto_e/ou_Setembro",1,1,0,Sim,Sim,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Male,65anosoumais,Black,Alfabetizaçao,Totalmentedependente(90a100%),"R$1.001,00-R$2.500,00",Palmas/TO,Entre_6_e_10_anos,0-5ha,0.1,Assalariado,"Frutas_(abacaxi,_melancia,_banana),_Cafe"
9/26/2022 23:29:16,Sim,Sim,Sim,Neutro_(indiferente),Muito_importante,Sim,"Sim,_muito","Às_vezes,_casualmente","Para_limpeza_de_trilhas_e_arredores_de_abrigos,_Para_afastar_pestes_e_serpentes,_Lixo",0,1,1,0,1,0,0,Muito_importante,"Junho_e/ou_Julho,_Agosto_e/ou_Setembro,_Ao_longo_do_ano",0,0,1,1,0,Nunca,Nunca,"Nao,_nunca","Sim,_às_vezes",Agosto_e/ou_Setembro,0,1,0,Nao,Nao,5,5,5,8,8,5,5,8,3,1,5,3,5,5,2,1,5,7,5,2,1,5,2,5,5,7,5,8,8,5,2,5,5,5,Female,35-49anos,Black,Medio,Insignificante(0-9%),"R$1.001,00-R$2.500,00",Palmas/TO,Entre_3_e_5_anos,0-5ha,0.01,Autônomo,"Milho,_Mandioca,_Frutas_(abacaxi,_melancia,_banana),_Cana-de-açucar"
9/26/2022 23:36:01,Sim,Sim,Sim,Muito_importante,Muito_importante,Sim,"Sim,_um_pouco","Às_vezes,_casualmente",Para_limpeza_de_trilhas_e_arredores_de_abrigos,0,1,0,0,0,0,0,Pouco_importante,Ao_longo_do_ano,1,1,1,1,1,Nunca,Nunca,"Nao,_nunca","Nao,_nunca",Nunca,0,0,0,Nao,Nao,5,5,5,5,5,5,9,1,1,1,1,1,5,5,1,1,1,5,5,5,1,1,5,5,1,1,5,9,5,5,9,9,9,9,Male,50-64anos,Brown,Superior,Poucodependente(10-39%),"R$2.501,00-R$5.000,00",Palmas/TO,Mais_de_10_anos,0-5ha,2,Servidor_Publico,"Milho,_Mandioca,_Feijao,_Frutas_(abacaxi,_melancia,_banana),_Cana-de-açucar,_Amendoim,_gergelim,_abobora_"
9/26/2022 23:42:22,Sim,Sim,Sim,Muito_importante,Muito_importante,Sim,"Sim,_um_pouco","Às_vezes,_casualmente","Proteçao_de_matas_e_vegetaçao_nativa,_Para_evitar_o_alastramento_de_incêndios_nao_controlados_em_sua_propriedade,_Para_limpeza_de_trilhas_e_arredores_de_abrigos",0,1,0,0,0,1,1,Nada_importante,Março_a_maio,0,1,0,0,0,Nunca,Todo_ano,"Nao,_nunca","Sim,_às_vezes",Agosto_e/ou_Setembro,0,1,0,Sim,Sim,4,5,5,7,6,5,6,5,4,2,2,2,5,5,4,2,2,2,5,2,2,2,2,5,3,3,3,8,5,7,8,7,8,8,Male,35-49anos,Brown,Mestrado,Poucodependente(10-39%),"R$10.001,00-R$20.000,00",Palmas/TO,Mais_de_10_anos,21-50ha,1,Servidor_Publico,"Mandioca,_Frutas_(abacaxi,_melancia,_banana),_Cafe,_Cana-de-açucar,_Horta,_piscicultura"
9/26/2022 23:48:50,Sim,Sim,Sim,Muito_importante,Muito_importante,Sim,"Nao,_nem_um_pouco","Nao,_nunca",Nunca,1,0,0,0,0,0,0,Nada_importante,Nunca,0,0,0,0,0,Nunca,Nunca,"Nao,_nunca","Sim,_todo_ano","Agosto_e/ou_Setembro,_Outubro",0,1,1,Sim,Talvez,5,5,5,5,7,5,5,1,5,1,1,5,5,4,5,1,1,5,5,7,5,5,8,9,2,2,5,5,2,5,5,9,9,5,Male,65anosoumais,White,Superior,Insignificante(0-9%),"R$2.501,00-R$5.000,00",Palmas/TO,Mais_de_10_anos,11-20ha,9,Produtor_Rural_(proprietario),"Pecuaria,_Frutas_(abacaxi,_melancia,_banana),_Ovelha,_piscicultura,_avicultura"
9/28/2022 21:28:17,Sim,Sim,Sim,Importante,Importante,Sim,"Sim,_muito","Sim,_todo_ano","Para_renovar_a_area_de_pastagem/cultivo,_Para_evitar_o_alastramento_de_incêndios_nao_controlados_em_sua_propriedade,_Para_limpeza_de_trilhas_e_arredores_de_abrigos,_Para_afastar_pestes_e_serpentes",0,1,1,1,0,1,0,Importante,"Março_a_maio,_Junho_e/ou_Julho",0,1,1,0,0,Todo_ano,Nunca,"Nao,_mas_raramente_isso_acontece","Sim,_às_vezes","Junho_e/ou_Julho,_Agosto_e/ou_Setembro",1,1,0,Sim,Nao,8,9,9,5,8,8,1,1,5,5,5,5,5,2,2,5,5,5,5,2,5,5,5,5,7,8,8,8,5,5,5,5,5,5,Female,50-64anos,Black,Nao_alfabetizado,Insignificante(0-9%),"R$501,00-R$1.000,00",Palmas/TO,Mais_de_10_anos,6-10ha,0.5,Produtor_Rural_(proprietario),"Milho,_Mandioca,_Feijao,_Frutas_(abacaxi,_melancia,_banana)"
9/28/2022 21:34:36,Sim,Sim,Sim,Importante,Importante,Sim,"Sim,_muito","Às_vezes,_casualmente","Proteçao_de_matas_e_vegetaçao_nativa,_Para_evitar_o_alastramento_de_incêndios_nao_controlados_em_sua_propriedade",0,0,0,0,0,1,1,Neutro_(indiferente),"Março_a_maio,_Junho_e/ou_Julho",0,1,1,0,0,Nunca,Nunca,"Nao,_nunca","Sim,_todo_ano","Agosto_e/ou_Setembro,_Outubro",0,1,1,Sim,Sim,4,6,7,8,9,1,5,4,5,4,3,2,5,5,4,5,3,5,5,4,5,4,5,5,5,4,6,7,5,4,5,6,7,5,Female,50-64anos,Brown,Medio,Intermediario(40a59%),"R$2.501,00-R$5.000,00",Palmas/TO,Mais_de_10_anos,21-50ha,7,Produtor_Rural_(proprietario),"Pecuaria,_Milho,_Mandioca,_Frutas_(abacaxi,_melancia,_banana),_Cana-de-açucar"
9/28/2022 21:41:10,Sim,Sim,Sim,Importante,Importante,Sim,"Sim,_muito","Sim,_todo_ano","Proteçao_de_matas_e_vegetaçao_nativa,_Para_evitar_o_alastramento_de_incêndios_nao_controlados_em_sua_propriedade",0,0,0,0,0,1,1,Muito_importante,Junho_e/ou_Julho,0,0,1,0,0,Todo_ano,Nunca,"Nao,_nunca","Sim,_todo_ano",Agosto_e/ou_Setembro,0,1,0,Sim,Sim,5,5,5,8,8,5,5,5,5,1,1,1,5,5,5,8,2,2,5,2,4,2,2,5,2,2,3,5,2,5,9,5,9,9,Male,25-34anos,Brown,Medio,Intermediario(40a59%),"R$2.501,00-R$5.000,00",Palmas/TO,Entre_1_e_2_anos,Maisde100ha,100,Gerente_da_Fazenda,"Pecuaria,_Piscicultura_"
9/28/2022 21:47:20,Sim,Sim,Nao,Importante,Importante,Sim,"Sim,_muito","Às_vezes,_casualmente","Para_renovar_a_area_de_pastagem/cultivo,_Para_evitar_o_alastramento_de_incêndios_nao_controlados_em_sua_propriedade",0,0,0,1,0,1,0,Importante,Março_a_maio,0,1,0,0,0,Todo_ano,Nunca,"Nao,_nunca","Sim,_todo_ano",Agosto_e/ou_Setembro,0,1,0,Sim,Sim,7,7,7,8,8,5,5,3,3,6,3,5,5,5,4,2,1,2,2,3,5,2,2,9,9,2,9,8,2,8,5,8,9,5,Male,65anosoumais,White,Alfabetizaçao,Insignificante(0-9%),Prefironaoresponder,Palmas/TO,Entre_1_e_2_anos,0-5ha,2,Servidor_Publico,"Milho,_Mandioca,_Frutas_(abacaxi,_melancia,_banana),_Cana-de-açucar"
9/28/2022 22:24:12,Sim,Sim,Sim,Muito_importante,Muito_importante,Sim,"Sim,_um_pouco","Sim,_todo_ano","Para_renovar_a_area_de_pastagem/cultivo,_Para_evitar_o_alastramento_de_incêndios_nao_controlados_em_sua_propriedade",0,0,0,1,0,1,0,Pouco_importante,"Junho_e/ou_Julho,_Agosto_e/ou_Setembro",0,0,1,1,0,Todo_ano,Nunca,"Nao,_mas_às_vezes_isso_acontece","Sim,_às_vezes",Agosto_e/ou_Setembro,0,1,0,Sim,Sim,5,8,9,5,9,5,9,1,5,2,5,5,5,2,2,2,5,5,5,2,5,5,7,5,7,5,5,5,8,8,8,5,5,5,Male,50-64anos,Brown,Fundamental,Totalmentedependente(90a100%),"R$501,00-R$1.000,00",Palmas/TO,Mais_de_10_anos,0-5ha,0.1,Gerente_da_Fazenda,"Pecuaria,_Frutas_(abacaxi,_melancia,_banana),_Suinos,_galinha,_Guine,_codorna"
